"naid","workingStartDate","workingEndDate","workingDateLabel","dateBasis","title","localId","seriesNaid","seriesTitle","chapter","routing","reviewTopics","reviewFocus","reviewKeyExtent","markerStatus","markerRecordGroup","markerSeries","markerSubseries","hasOnlinePdf","pdfPages","pdfBytes","catalogPdfBytes","pdfByteBasis","accessStatus","ocrCharacterCount","memosToPresident","memosToScowcroft","memorandaOfConversation","meetingRecords","withdrawalSheets","economicSignalTotal","economySignals","financeSignals","tradeSignals","assistanceSanctionsSignals","energySignals","agricultureSignals","treasurySignals","archivalLocator","provenanceStem","catalogUrl","pdfUrl"
"366552312","1991-02-01","1991-02-28","February 1991","Folder title month","February 1991","85052-002","74785758","Brent Scowcroft Schedule Files","Series context and cross-volume routing","Reference context","","","","verified","George H.W. Bush Presidential Records","Schedule Files","","true","0","3429051","1234","HTTP Content-Length","Restricted - Possibly","13100","0","0","0","0","4","4","1","3","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Schedule Files, OA/ID 85052–002, February 1991.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Schedule Files, OA/ID 85052–002, February 1991.","https://catalog.archives.gov/id/366552312","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/74785758/41-bpr-scow-schedule-85052-002.pdf"
"366551978","1991-02-01","1991-02-28","February 1991","Folder title month","Desert Shield/Desert Storm (February 1991) [1]","91146-007","4708319","Desert Shield and Desert Storm Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Desert Shield/Desert Storm Files","Chronological Files","true","0","20963063","20963064","HTTP Content-Length","Restricted - Possibly","80194","1","2","4","0","3","129","20","2","2","3","99","0","3","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Chronological Files, OA/ID 91146–007, Desert Shield/Desert Storm (February 1991) [1].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Chronological Files, OA/ID 91146–007, Desert Shield/Desert Storm (February 1991) [1].","https://catalog.archives.gov/id/366551978","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708319/41-bpr-scow-dsds-chr-91146-007.pdf"
"366551979","1991-02-01","1991-02-28","February 1991","Folder title month","Desert Shield/Desert Storm (February 1991) [2]","91146-008","4708319","Desert Shield and Desert Storm Files","Monetary Policy, Debt, and International Institutions","Boundary review","Persian Gulf; Economic assistance; Debt relief; Trade and market access; Debt and international finance; Energy","The full OCR and opening withdrawal inventory identify a significant foreign-economic-policy strand, but the principal narrative belongs in a regional, Soviet, China, German-unification, or Persian Gulf volume. Review for cross-reference or a narrowly selected economic-policy document. Special-separate copy sets, meeting-file duplicates, and later retrospective chronologies are not separately promoted. Compare this file with the controlling regional and presidential records before selection.","The official file-unit PDF is online. This collection-wide pass did not establish its served-PDF page count or item boundaries; page totals on withdrawal sheets describe individual entries, not the complete file unit.","verified","George H.W. Bush Presidential Records","Desert Shield/Desert Storm Files","Chronological Files","true","0","33230915","33230916","HTTP Content-Length","Restricted - Possibly","119786","10","8","0","0","15","91","17","35","12","13","6","0","8","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Chronological Files, OA/ID 91146–008, Desert Shield/Desert Storm (February 1991) [2].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Chronological Files, OA/ID 91146–008, Desert Shield/Desert Storm (February 1991) [2].","https://catalog.archives.gov/id/366551979","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708319/41-bpr-scow-dsds-chr-91146-008.pdf"
"366551980","1991-02-01","1991-02-28","February 1991","Folder title month","Desert Shield/Desert Storm (February 1991) [3]","91146-009","4708319","Desert Shield and Desert Storm Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Desert Shield/Desert Storm Files","Chronological Files","true","0","24344088","24344088","HTTP Content-Length","Restricted - Possibly","87678","10","6","0","0","5","70","19","24","0","15","5","0","6","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Chronological Files, OA/ID 91146–009, Desert Shield/Desert Storm (February 1991) [3].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Chronological Files, OA/ID 91146–009, Desert Shield/Desert Storm (February 1991) [3].","https://catalog.archives.gov/id/366551980","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708319/41-bpr-scow-dsds-chr-91146-009.pdf"
"366551981","1991-02-01","1991-02-28","February 1991","Folder title month","Desert Shield/Desert Storm (February 1991) [4]","91147-001","4708319","Desert Shield and Desert Storm Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Desert Shield/Desert Storm Files","Chronological Files","true","0","16996123","16996124","HTTP Content-Length","Restricted - Possibly","65355","0","2","6","0","11","18","5","9","0","0","4","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Chronological Files, OA/ID 91147–001, Desert Shield/Desert Storm (February 1991) [4].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Chronological Files, OA/ID 91147–001, Desert Shield/Desert Storm (February 1991) [4].","https://catalog.archives.gov/id/366551981","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708319/41-bpr-scow-dsds-chr-91147-001.pdf"
"366551982","1991-02-01","1991-02-28","February 1991","Folder title month","Desert Shield/Desert Storm (February 1991) [5]","91147-002","4708319","Desert Shield and Desert Storm Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Desert Shield/Desert Storm Files","Chronological Files","true","0","31171377","31171376","HTTP Content-Length","Restricted - Possibly","109985","4","6","4","0","14","26","5","18","1","1","1","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Chronological Files, OA/ID 91147–002, Desert Shield/Desert Storm (February 1991) [5].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Chronological Files, OA/ID 91147–002, Desert Shield/Desert Storm (February 1991) [5].","https://catalog.archives.gov/id/366551982","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708319/41-bpr-scow-dsds-chr-91147-002.pdf"
"366551983","1991-02-01","1991-02-28","February 1991","Folder title month","Desert Shield/Desert Storm (February 1991) [6]","91147-003","4708319","Desert Shield and Desert Storm Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Desert Shield/Desert Storm Files","Chronological Files","true","0","19048938","19048938","HTTP Content-Length","Restricted - Possibly","74280","3","2","0","0","17","49","13","20","4","8","0","0","1","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Chronological Files, OA/ID 91147–003, Desert Shield/Desert Storm (February 1991) [6].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Chronological Files, OA/ID 91147–003, Desert Shield/Desert Storm (February 1991) [6].","https://catalog.archives.gov/id/366551983","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708319/41-bpr-scow-dsds-chr-91147-003.pdf"
"366551786","1991-02-01","1991-03-31","February-March 1991","Folder title month range","CFE [Conventional Forces in Europe] (February-March 1991)","91121-014","4708332","USSR Chronological Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","USSR Chronological Files","CFE [Conventional Forces in Europe] Files","true","0","5130387","5130387","HTTP Content-Length","Restricted - Possibly","19375","3","1","0","0","2","1","0","1","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, CFE [Conventional Forces in Europe] Files, OA/ID 91121–014, CFE [Conventional Forces in Europe] Post 1989 (February—March 1991).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, CFE [Conventional Forces in Europe] Files, OA/ID 91121–014, CFE [Conventional Forces in Europe] Post 1989 (February—March 1991).","https://catalog.archives.gov/id/366551786","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708332/41-bpr-scow-ussrch-cfe-91121-014.pdf"
"366551815","1991-02-01","1991-04-30","February-April 1991","Folder title month range","Soviet Power Collapse in Eastern Europe (February-April 1991)","91125-011","4708332","USSR Chronological Files","Transition Economies and International Economic Strategy","Boundary review","Eastern Europe; Economic assistance; International institutions; Trade and market access; Debt and international finance; Economic summits and G-7; Transition economies; Strategic trade and technology; Energy; Agriculture","The full OCR and opening withdrawal inventory identify a significant foreign-economic-policy strand, but the principal narrative belongs in a regional, Soviet, China, German-unification, or Persian Gulf volume. Review for cross-reference or a narrowly selected economic-policy document. Special-separate copy sets, meeting-file duplicates, and later retrospective chronologies are not separately promoted. Compare this file with the controlling regional and presidential records before selection.","The official file-unit PDF is online. This collection-wide pass did not establish its served-PDF page count or item boundaries; page totals on withdrawal sheets describe individual entries, not the complete file unit.","verified","George H.W. Bush Presidential Records","USSR Chronological Files","Soviet Power Collapse in Eastern Europe Files","true","0","38110830","38110832","HTTP Content-Length","Restricted - Possibly","143424","9","11","0","0","4","323","98","70","57","30","3","1","7","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, Soviet Power Collapse in Eastern Europe Files, OA/ID 91125–011, Soviet Power Collapse in Eastern Europe (February—April 1991).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, Soviet Power Collapse in Eastern Europe Files, OA/ID 91125–011, Soviet Power Collapse in Eastern Europe (February—April 1991).","https://catalog.archives.gov/id/366551815","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708332/41-bpr-scow-ussrch-svp-91125-011.pdf"
"366551909","1991-02-01","1991-05-31","February-May 1991","Folder title month range","Central America (February-May 1991)","91138-013","4545957","Latin America Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Latin American Files","Central American Chronological Files","true","0","30944647","30944648","HTTP Content-Length","Restricted - Possibly","119131","5","6","1","0","16","189","26","107","11","4","5","1","25","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Latin American Files, Central American Chronological Files, OA/ID 91138–013, Central America (February—May 1991).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Latin American Files, Central American Chronological Files, OA/ID 91138–013, Central America (February—May 1991).","https://catalog.archives.gov/id/366551909","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545957/41-bpr-scow-la-cachr-91138-013.pdf"
"366551698","1991-02-22","1991-03-06","February 22, 1991-March 6, 1991","Folder title date range","Presidential Telephone Calls--Memorandum of Conversations 2/22/91-3/6/91","91112-006","4545941","Presidential Correspondence Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Presidential Correspondence Files","Presidential Telcon Files","true","0","34063358","34063360","HTTP Content-Length","Restricted - Possibly","146594","0","0","36","0","6","40","8","3","2","13","14","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91112–006, Presidential Telephone Calls—Memorandum of Conversations 2/22/91—3/6/91.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91112–006, Presidential Telephone Calls—Memorandum of Conversations 2/22/91—3/6/91.","https://catalog.archives.gov/id/366551698","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91112-006.pdf"
"366552220","1991-03-01","1991-03-31","March 1991","Folder title month","March 1991","85044-002","74785827","Brent Scowcroft Media Articles Files","Series context and cross-volume routing","Reference context","","","","verified","George H.W. Bush Presidential Records","Media Articles Files","","true","0","52110468","1234","HTTP Content-Length","Restricted - Possibly","400795","0","0","0","0","0","166","30","3","24","46","53","7","2","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Media Articles Files, OA/ID 85044–002, March 1991.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Media Articles Files, OA/ID 85044–002, March 1991.","https://catalog.archives.gov/id/366552220","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/74785827/41-bpr-scow-ma-85044-002.pdf"
"366552265","1991-03-01","1991-03-31","March 1991","Folder title month","March 1991","85048-003","74785753","Brent Scowcroft Scheduled Calls Files","Series context and cross-volume routing","Reference context","","","","verified","George H.W. Bush Presidential Records","Scheduled Calls Files","","true","0","10296314","1234","HTTP Content-Length","Restricted - Possibly","49880","0","0","0","0","2","3","0","1","0","0","0","0","2","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Scheduled Calls Files, OA/ID 85048–003, March 1991.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Scheduled Calls Files, OA/ID 85048–003, March 1991.","https://catalog.archives.gov/id/366552265","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/74785753/41-bpr-scow-schcalls-85048-003.pdf"
"366552313","1991-03-01","1991-03-31","March 1991","Folder title month","March 1991","85052-003","74785758","Brent Scowcroft Schedule Files","Series context and cross-volume routing","Reference context","","","","verified","George H.W. Bush Presidential Records","Schedule Files","","true","0","4545091","1234","HTTP Content-Length","Restricted - Possibly","19109","0","0","0","0","7","6","0","6","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Schedule Files, OA/ID 85052–003, March 1991.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Schedule Files, OA/ID 85052–003, March 1991.","https://catalog.archives.gov/id/366552313","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/74785758/41-bpr-scow-schedule-85052-003.pdf"
"366551794","1991-03-01","1991-03-31","March 1991","Folder title month","Soviet Power Collapse in Eastern Europe--Strategic Arms Control (March 1991)","91122-008","4708332","USSR Chronological Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","USSR Chronological Files","START [Strategic Arms Reduction Treaty] Files","true","0","2131589","2131589","HTTP Content-Length","Restricted - Possibly","7590","0","1","0","0","1","0","0","0","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, START [Strategic Arms Reduction Treaty] Files, OA/ID 91122–008, Soviet Power Collapse in Eastern Europe—Strategic Arms Control (March 1991).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, START [Strategic Arms Reduction Treaty] Files, OA/ID 91122–008, Soviet Power Collapse in Eastern Europe—Strategic Arms Control (March 1991).","https://catalog.archives.gov/id/366551794","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708332/41-bpr-scow-ussrch-start-91122-008.pdf"
"366551984","1991-03-01","1991-03-31","March 1991","Folder title month","Desert Shield/Desert Storm (March 1991) [1]","91147-004","4708319","Desert Shield and Desert Storm Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Desert Shield/Desert Storm Files","Chronological Files","true","0","26792322","26792322","HTTP Content-Length","Restricted - Possibly","100835","0","4","0","0","11","93","34","32","14","2","4","6","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Chronological Files, OA/ID 91147–004, Desert Shield/Desert Storm (March 1991) [1].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Chronological Files, OA/ID 91147–004, Desert Shield/Desert Storm (March 1991) [1].","https://catalog.archives.gov/id/366551984","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708319/41-bpr-scow-dsds-chr-91147-004.pdf"
"366551985","1991-03-01","1991-03-31","March 1991","Folder title month","Desert Shield/Desert Storm (March 1991) [2]","91147-005","4708319","Desert Shield and Desert Storm Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Desert Shield/Desert Storm Files","Chronological Files","true","0","27386600","27386600","HTTP Content-Length","Restricted - Possibly","108365","3","6","0","0","9","171","38","58","32","11","9","1","17","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Chronological Files, OA/ID 91147–005, Desert Shield/Desert Storm (March 1991) [2].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Chronological Files, OA/ID 91147–005, Desert Shield/Desert Storm (March 1991) [2].","https://catalog.archives.gov/id/366551985","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708319/41-bpr-scow-dsds-chr-91147-005.pdf"
"366551946","1991-03-01","1991-04-30","March-April 1991","Folder title month range","Middle East Peace (March-April 1991)","91142-010","4545976","Middle East Peace Process Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Middle East Peace Process Files","Chronological Files","true","0","9656207","9656207","HTTP Content-Length","Restricted - Possibly","39186","2","2","0","0","11","10","0","10","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Middle East Peace Process Files, Chronological Files, OA/ID 91142–010, Middle East Peace (March—April 1991).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Middle East Peace Process Files, Chronological Files, OA/ID 91142–010, Middle East Peace (March—April 1991).","https://catalog.archives.gov/id/366551946","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545976/41-bpr-scow-mepp-chr-91142-010.pdf"
"366551761","1991-03-01","1991-05-31","March-May 1991","Folder title month range","USSR Collapse: U.S.--Soviet Relations Thru 1991 (March-May 1991)","91119-005","4545954","USSR Collapse Files","Transition Economies and International Economic Strategy","Boundary review","Soviet economic reform; IMF; World Bank; Trade and market access; Debt and international finance; Economic summits and G-7; Transition economies; Agriculture","The full OCR and opening withdrawal inventory identify a significant foreign-economic-policy strand, but the principal narrative belongs in a regional, Soviet, China, German-unification, or Persian Gulf volume. Review for cross-reference or a narrowly selected economic-policy document. Special-separate copy sets, meeting-file duplicates, and later retrospective chronologies are not separately promoted. Compare this file with the controlling regional and presidential records before selection.","The official file-unit PDF is online. This collection-wide pass did not establish its served-PDF page count or item boundaries; page totals on withdrawal sheets describe individual entries, not the complete file unit.","verified","George H.W. Bush Presidential Records","USSR Collapse Files","U.S. - Soviet Relations Chronological Files","true","0","39017699","39017700","HTTP Content-Length","Restricted - Possibly","150735","10","10","0","0","13","185","50","19","11","63","0","34","1","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Collapse Files, U.S. - Soviet Relations Chronological Files, OA/ID 91119–005, USSR Collapse: U.S.—Soviet Relations Thru 1991 (March—May 1991).","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Collapse Files, U.S. - Soviet Relations Chronological Files, OA/ID 91119–005, USSR Collapse: U.S.—Soviet Relations Thru 1991 (March—May 1991).","https://catalog.archives.gov/id/366551761","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545954/41-bpr-scow-ussrco-ussrl-91119-005.pdf"
"366551699","1991-03-07","1991-04-25","March 7, 1991-April 25, 1991","Folder title date range","Presidential Telephone Calls--Memorandum of Conversations 3/7/91-4/25/91","91112-007","4545941","Presidential Correspondence Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Presidential Correspondence Files","Presidential Telcon Files","true","0","30544014","30544014","HTTP Content-Length","Restricted - Possibly","133143","0","0","23","0","4","28","9","12","0","4","1","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91112–007, Presidential Telephone Calls—Memorandum of Conversations 3/7/91—4/25/91.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91112–007, Presidential Telephone Calls—Memorandum of Conversations 3/7/91—4/25/91.","https://catalog.archives.gov/id/366551699","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91112-007.pdf"
"366551674","1991-03-11","1991-04-24","March 11, 1991-April 24, 1991","Folder title date range","Presidential Meetings--Memorandum of Conversations 3/11/91-4/24/91","91108-005","4545941","Presidential Correspondence Files","Trade Policy and Market Access","Volume XXX review","Presidential conversations; Economic-content review; Parallel-copy check; Trade and market access; Debt and international finance; Economic summits and G-7; Transition economies; Energy; Agriculture","The complete Scowcroft folder contains presidential memoranda of conversation or telephone conversations with substantive economic-policy OCR signals. Review each conversation separately and promote only the passages that bear directly on Volume XXX. Parallel-copy control: match each conversation to the Bush Library Memcons and Telcons index and its canonical NARA item before selection. A Scowcroft folder copy is not a second documentary entry.","The official file-unit PDF is online. This collection-wide pass did not establish its served-PDF page count or item boundaries; page totals on withdrawal sheets describe individual entries, not the complete file unit.","verified","George H.W. Bush Presidential Records","Presidential Correspondence Files","Presidential Memcons Files","true","0","42594607","42594608","HTTP Content-Length","Restricted - Possibly","188816","0","0","24","0","5","148","42","26","40","3","4","19","10","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Memcons Files, OA/ID 91108–005, Presidential Meetings—Memorandum of Conversations 03/11/91—04/24/91.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Memcons Files, OA/ID 91108–005, Presidential Meetings—Memorandum of Conversations 03/11/91—04/24/91.","https://catalog.archives.gov/id/366551674","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91108-005.pdf"
"366552221","1991-04-01","1991-04-30","April 1991","Folder title month","April 1991","85044-003","74785827","Brent Scowcroft Media Articles Files","Series context and cross-volume routing","Reference context","","","","verified","George H.W. Bush Presidential Records","Media Articles Files","","true","0","68351107","1234","HTTP Content-Length","Restricted - Possibly","435162","0","0","0","0","0","78","16","4","20","16","11","2","9","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Media Articles Files, OA/ID 85044–003, April 1991.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Media Articles Files, OA/ID 85044–003, April 1991.","https://catalog.archives.gov/id/366552221","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/74785827/41-bpr-scow-ma-85044-003.pdf"
"366552266","1991-04-01","1991-04-30","April 1991","Folder title month","April 1991","85048-004","74785753","Brent Scowcroft Scheduled Calls Files","Series context and cross-volume routing","Reference context","","","","verified","George H.W. Bush Presidential Records","Scheduled Calls Files","","true","0","10030812","1234","HTTP Content-Length","Restricted - Possibly","47202","0","0","0","0","3","8","0","2","1","1","0","1","3","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Scheduled Calls Files, OA/ID 85048–004, April 1991.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Scheduled Calls Files, OA/ID 85048–004, April 1991.","https://catalog.archives.gov/id/366552266","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/74785753/41-bpr-scow-schcalls-85048-004.pdf"
"366552314","1991-04-01","1991-04-30","April 1991","Folder title month","April 1991","85052-004","74785758","Brent Scowcroft Schedule Files","Series context and cross-volume routing","Reference context","","","","verified","George H.W. Bush Presidential Records","Schedule Files","","true","0","2892570","1234","HTTP Content-Length","Restricted - Possibly","11338","0","0","0","0","4","3","0","3","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Schedule Files, OA/ID 85052–004, April 1991.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Schedule Files, OA/ID 85052–004, April 1991.","https://catalog.archives.gov/id/366552314","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/74785758/41-bpr-scow-schedule-85052-004.pdf"
"366551986","1991-04-01","1991-06-30","April-June 1991","Folder title month range","Desert Shield/Desert Storm (April-June 1991) [1]","91147-006","4708319","Desert Shield and Desert Storm Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Desert Shield/Desert Storm Files","Chronological Files","true","0","27544938","27544938","HTTP Content-Length","Restricted - Possibly","110189","1","3","4","0","18","75","1","16","6","13","39","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Chronological Files, OA/ID 91147–006, Desert Shield/Desert Storm (April—June 1991) [1].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Chronological Files, OA/ID 91147–006, Desert Shield/Desert Storm (April—June 1991) [1].","https://catalog.archives.gov/id/366551986","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708319/41-bpr-scow-dsds-chr-91147-006.pdf"
"366551987","1991-04-01","1991-06-30","April-June 1991","Folder title month range","Desert Shield/Desert Storm (April-June 1991) [2]","91147-007","4708319","Desert Shield and Desert Storm Files","Series context and cross-volume routing","Series context","","","","verified","George H.W. Bush Presidential Records","Desert Shield/Desert Storm Files","Chronological Files","true","0","19139887","19139888","HTTP Content-Length","Restricted - Possibly","64867","7","8","0","0","5","10","4","4","0","2","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Chronological Files, OA/ID 91147–007, Desert Shield/Desert Storm (April—June 1991) [2].","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Chronological Files, OA/ID 91147–007, Desert Shield/Desert Storm (April—June 1991) [2].","https://catalog.archives.gov/id/366551987","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/4708319/41-bpr-scow-dsds-chr-91147-007.pdf"
"366552237","1991-04-09","1991-05-30","April 9, 1991-May 30, 1991","Folder title date range","April 9, 1991 to May 30, 1991","85045-004","74785834","Brent Scowcroft Gulf War Article Files","Series context and cross-volume routing","Reference context","","","","verified","George H.W. Bush Presidential Records","Gulf War Articles Files","","true","0","1807270","1234","HTTP Content-Length","Restricted - Possibly","7812","0","0","0","0","4","3","0","3","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Gulf War Articles Files, OA/ID 85045–004, April 9, 1991 to May 30, 1991.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Gulf War Articles Files, OA/ID 85045–004, April 9, 1991 to May 30, 1991.","https://catalog.archives.gov/id/366552237","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/74785834/41-bpr-scow-gwa-85045-004.pdf"
"366552267","1991-05-01","1991-05-31","May 1991","Folder title month","May 1991","85048-005","74785753","Brent Scowcroft Scheduled Calls Files","Series context and cross-volume routing","Reference context","","","","verified","George H.W. Bush Presidential Records","Scheduled Calls Files","","true","0","11053250","1234","HTTP Content-Length","Restricted - Possibly","52154","0","0","0","0","3","13","2","2","2","0","1","1","5","George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Scheduled Calls Files, OA/ID 85048–005, May 1991.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Scheduled Calls Files, OA/ID 85048–005, May 1991.","https://catalog.archives.gov/id/366552267","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-gbs/74785753/41-bpr-scow-schcalls-85048-005.pdf"
