naid,localId,seriesNaid,seriesLocalId,seriesTitle,containerId,title,workingStartDate,workingEndDate,workingDateLabel,datePrecision,dateBasis,chapter,selection,routing,accessStatus,accessRestrictionNote,useStatus,markerStatus,markerRecordGroup,markerOffice,markerSeries,markerSubseries,markerOaId,markerFolderId,objectId,pdfBytes,ocrCharacterCount,memosToPresident,memosToScowcroft,memosToPorter,memorandaOfConversation,meetingRecords,withdrawalSheets,economicSignalTotal,tradeSignals,financeSignals,summitsSignals,transitionSignals,controlsSignals,reviewTopics,reviewFocus,economicSubjectLeads,archivalLocator,catalogUrl,pdfUrl
509546656,07403-026,2600865,GB-POD-032,Warren Maruyama Subject Files,07403,[Hungary],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Transition Economies and International Economic Strategy,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | Transition economies,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07403–026, [Hungary].",https://catalog.archives.gov/id/509546656,
509546657,07404-004,2600865,GB-POD-032,Warren Maruyama Subject Files,07404,[North American Free Trade] [1],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Boundary,Boundary review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | Trade policy | NAFTA boundary,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07404–004, [North American Free Trade] [1].",https://catalog.archives.gov/id/509546657,
509546658,07404-005,2600865,GB-POD-032,Warren Maruyama Subject Files,07404,[North American Free Trade] [2],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Boundary,Boundary review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | Trade policy | NAFTA boundary,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07404–005, [North American Free Trade] [2].",https://catalog.archives.gov/id/509546658,
509546659,07404-006,2600865,GB-POD-032,Warren Maruyama Subject Files,07404,[North American Free Trade] [3],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Boundary,Boundary review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | Trade policy | NAFTA boundary,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07404–006, [North American Free Trade] [3].",https://catalog.archives.gov/id/509546659,
509546660,07405-002,2600865,GB-POD-032,Warren Maruyama Subject Files,07405,NAFTA - Effects on Agriculture,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Boundary,Boundary review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | NAFTA boundary,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07405–002, NAFTA - Effects on Agriculture.",https://catalog.archives.gov/id/509546660,
509546662,07405-006,2600865,GB-POD-032,Warren Maruyama Subject Files,07405,NAFTA Benefits - State Source Book [1],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Boundary,Boundary review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | NAFTA boundary,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07405–006, NAFTA Benefits - State Source Book [1].",https://catalog.archives.gov/id/509546662,
509546663,07405-007,2600865,GB-POD-032,Warren Maruyama Subject Files,07405,NAFTA Benefits - State Source Book [2],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Boundary,Boundary review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | NAFTA boundary,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07405–007, NAFTA Benefits - State Source Book [2].",https://catalog.archives.gov/id/509546663,
509546664,07405-008,2600865,GB-POD-032,Warren Maruyama Subject Files,07405,NAFTA Benefits - State Source Book [3],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Boundary,Boundary review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | NAFTA boundary,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07405–008, NAFTA Benefits - State Source Book [3].",https://catalog.archives.gov/id/509546664,
509546665,07406-005,2600865,GB-POD-032,Warren Maruyama Subject Files,07406,Commercial Space,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07406–005, Commercial Space.",https://catalog.archives.gov/id/509546665,
509546666,07406-015,2600865,GB-POD-032,Warren Maruyama Subject Files,07406,European Energy Charter,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07406–015, European Energy Charter.",https://catalog.archives.gov/id/509546666,
509546667,07406-017,2600865,GB-POD-032,Warren Maruyama Subject Files,07406,General Electric Engines / United Kingdom,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07406–017, General Electric Engines / United Kingdom.",https://catalog.archives.gov/id/509546667,
509546668,07406-018,2600865,GB-POD-032,Warren Maruyama Subject Files,07406,Japan Trade,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | Trade policy,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07406–018, Japan Trade.",https://catalog.archives.gov/id/509546668,
509546669,07406-019,2600865,GB-POD-032,Warren Maruyama Subject Files,07406,Technology,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07406–019, Technology.",https://catalog.archives.gov/id/509546669,
509546670,07407-002,2600865,GB-POD-032,Warren Maruyama Subject Files,07407,NAFTA: Fact Sheet - White House Clearance,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Boundary,Boundary review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | NAFTA boundary,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07407–002, NAFTA: Fact Sheet - White House Clearance.",https://catalog.archives.gov/id/509546670,
509546671,07407-003,2600865,GB-POD-032,Warren Maruyama Subject Files,07407,NAFTA: POTUS Statement - White House Clearance,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Boundary,Boundary review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | NAFTA boundary,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07407–003, NAFTA: POTUS Statement - White House Clearance.",https://catalog.archives.gov/id/509546671,
509546672,07407-004,2600865,GB-POD-032,Warren Maruyama Subject Files,07407,NAFTA Notification - White House Clearance,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Boundary,Boundary review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | NAFTA boundary,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07407–004, NAFTA Notification - White House Clearance.",https://catalog.archives.gov/id/509546672,
509546673,07407-005,2600865,GB-POD-032,Warren Maruyama Subject Files,07407,NAFTA: San Antonio Initialing Ceremony,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Boundary,Boundary review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | NAFTA boundary,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07407–005, NAFTA: San Antonio Initialing Ceremony.",https://catalog.archives.gov/id/509546673,
509546674,07407-006,2600865,GB-POD-032,Warren Maruyama Subject Files,07407,NAFTA: Miscellaneous [1],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Boundary,Boundary review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | NAFTA boundary,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07407–006, NAFTA: Miscellaneous [1].",https://catalog.archives.gov/id/509546674,
509546675,07407-007,2600865,GB-POD-032,Warren Maruyama Subject Files,07407,NAFTA: Miscellaneous [2],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Boundary,Boundary review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | NAFTA boundary,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07407–007, NAFTA: Miscellaneous [2].",https://catalog.archives.gov/id/509546675,
509546676,07407-008,2600865,GB-POD-032,Warren Maruyama Subject Files,07407,NAFTA: La Raza,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Boundary,Boundary review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | NAFTA boundary,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07407–008, NAFTA: La Raza.",https://catalog.archives.gov/id/509546676,
509546677,07407-015,2600865,GB-POD-032,Warren Maruyama Subject Files,07407,"Caribbean (Coffee, Sugar, CBI Renewal)",9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07407–015, Caribbean (Coffee, Sugar, CBI Renewal).",https://catalog.archives.gov/id/509546677,
509546678,07408-001,2600865,GB-POD-032,Warren Maruyama Subject Files,07408,Super 301 - Decision Documents,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Core,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07408–001, Super 301 - Decision Documents.",https://catalog.archives.gov/id/509546678,
509546679,07408-002,2600865,GB-POD-032,Warren Maruyama Subject Files,07408,Super 301 [1],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07408–002, Super 301 [1].",https://catalog.archives.gov/id/509546679,
509546680,07408-003,2600865,GB-POD-032,Warren Maruyama Subject Files,07408,Super 301 [2],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07408–003, Super 301 [2].",https://catalog.archives.gov/id/509546680,
509546681,07408-004,2600865,GB-POD-032,Warren Maruyama Subject Files,07408,Super 301 [3],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07408–004, Super 301 [3].",https://catalog.archives.gov/id/509546681,
509546682,07408-007,2600865,GB-POD-032,Warren Maruyama Subject Files,07408,Telecommunications Policy [1],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07408–007, Telecommunications Policy [1].",https://catalog.archives.gov/id/509546682,
509546683,07408-008,2600865,GB-POD-032,Warren Maruyama Subject Files,07408,Telecommunications Policy [2],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07408–008, Telecommunications Policy [2].",https://catalog.archives.gov/id/509546683,
509546684,07408-009,2600865,GB-POD-032,Warren Maruyama Subject Files,07408,Telecommunications Policy [3],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07408–009, Telecommunications Policy [3].",https://catalog.archives.gov/id/509546684,
509546685,07408-010,2600865,GB-POD-032,Warren Maruyama Subject Files,07408,NAFTA Adjustment - May 1 Package,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Boundary,Boundary review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | NAFTA boundary,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07408–010, NAFTA Adjustment - May 1 Package.",https://catalog.archives.gov/id/509546685,
509546687,07408-013,2600865,GB-POD-032,Warren Maruyama Subject Files,07408,[Binder] Uruguay Round - Assessment of the Final Act [1],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | Trade policy,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07408–013, [Binder] Uruguay Round - Assessment of the Final Act [1].",https://catalog.archives.gov/id/509546687,
509546688,07408-014,2600865,GB-POD-032,Warren Maruyama Subject Files,07408,[Binder] Uruguay Round - Assessment of the Final Act [2],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | Trade policy,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07408–014, [Binder] Uruguay Round - Assessment of the Final Act [2].",https://catalog.archives.gov/id/509546688,
509546689,07409-001,2600865,GB-POD-032,Warren Maruyama Subject Files,07409,Publications: U.S. - Japan Trade,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Warren Maruyama Subject Files | Trade policy,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Warren Maruyama Subject Files, OA/ID 07409–001, Publications: U.S. - Japan Trade.",https://catalog.archives.gov/id/509546689,
